path_before,git_tracked,sha256,size_bytes,classification,canonical_replacement,planned_action,destination,reason,rollback_method,references_to_update
submission_package/ejco_reproducibility_artifact/experiments/README.md,yes,c9e570a7f38f8af7f5af537b1e344901bbc6e5a54450b08fde64a3c67bf3fd24,1571,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/benchmark_instances_found_all.txt,yes,dab00187f09f899346b5dbbcad85a00022969c919133d0e9e2e09caa9a8bd895,4851,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/benchmark_instances_found_all.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/experiment_metadata.txt,yes,68b5109a2ba5590f40efa1e4f5a08f09f48c01d7355e3b820df9b286ea6113d5,209,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/experiment_metadata.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/smoke_instances.txt,yes,a14d9bc6e8f1cc8fa9dfc367897c00e42fd17444f2b070a1824d905c342cc79c,120,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/smoke_instances.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/postprocess_exp1b.py,yes,d1f889b6cfecd4c74d5715393aa0ce7bd6ea4368799c4d51649d7bad55616724,8970,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/postprocess_exp1b.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_stats.json,yes,3a6f4f00414b5dcfa48cfb91d9ba8f5ec75a9053017f1a92937ea67dd53e9a71,710,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_stats.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_summary.md,yes,e831710e4ed2ba9a09fd6597b8f80b5d1ba5be53db34938f9e586e69e711b044,1187,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_summary.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/README.md,yes,bb138d3ba022c840b9ed0126bea31968238efc27d95efcfac1b72a0b75c268d6,3315,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/ablation_plan.yaml,yes,43b72f09c0ad92c1ec223cc90a482389a38af9b6ab85262d2b491d5fcff3645f,6267,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/ablation_plan.yaml,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/exp2_ablation_instances.txt,yes,9f1e68cbcd34d10ef250c645300eb4668fb3c0a0d4279b2f836fadaa5ff6fc10,396,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/exp2_ablation_instances.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/run_exp2_ablation_tmux.sh,yes,2155440b807f21c6e1fba43f326798e9b561fd8e68f6ba0a0d3967dbad9d5e83,13254,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/run_exp2_ablation_tmux.sh,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_stats.json,yes,72e96e74806fb7f352cfdd87e2ead6ac5125f8d24b54c6da800dd398e6ad2867,988,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_stats.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_template.md,yes,31c4fb0a6658fcfb40e1824da4fb9905177f0422f7719f84bc3b9dcd9f5764a8,2101,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_template.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/configs/exp3_config.yaml,yes,9ab70d7a8e6b770f13b374aad4decf2445c23827ac0317d99c88a2657f7371f5,768,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/configs/exp3_config.yaml,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/run_exp3_exact_tmux.sh,yes,96daf5f27da1d16f15f25370d46bab0ce25271d44eb8e843f9b6d2c636495e79,11299,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/run_exp3_exact_tmux.sh,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_report.md,yes,a64681b56f889cc024c590dd162c26bc6493741d20af267e7a851d926d9e57cd,4130,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_stats.json,yes,7cc99ed990e102d253b8c6c2837375b2232e047a9359e88750dc00af87bc7c59,778,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_stats.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/baseline_registry.md,yes,4dd3b0e04f2289ff7dadd604d09e43bcadce3c77f694d54d2c3b7460b7a03c39,6020,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/baseline_registry.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_instances.txt,yes,dab00187f09f899346b5dbbcad85a00022969c919133d0e9e2e09caa9a8bd895,4851,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_instances.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_smoke_instances.txt,yes,373d919d140899b6947104a61096753dfd2024f635cd8549546f2adaf738dbc9,162,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_smoke_instances.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/postprocess_exp4_external.py,yes,89585ee1583104a0455b5a8efbaef3c05e89757e2e981ba52f80b513fc19b194,10604,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/postprocess_exp4_external.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_benchmark.py,yes,63d804eb0287dc6fe7186d5e5ef2d6062ceab6f70ecf91192fe7514a958a0eb2,9430,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_benchmark.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_external_baselines_tmux.sh,yes,13a13aec012490d1ad388f517ce3cc4bba535d139f34848b300b7149a4c56216,1357,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_external_baselines_tmux.sh,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_smoke.sh,yes,084689b1a51306c2b694fab46dbe17f69bdc95a40bc97752bdc5c77cbf56a900,926,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_smoke.sh,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_report.md,yes,daf5132daf4ab194146167b37d2de81b498f68a649ef3725e88c24cea1a95d82,7487,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_stats.json,yes,d582120108d3fa3d830c8736503de9739e3ce3ad66d88b1f017e527e09443415,1470,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_stats.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_summary.md,yes,4a2a1cd1a5f414638c7261464d0db5906bd625ed1ddbb2ccccc5ed3851d47086,1919,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_summary.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/external_access_report.md,yes,6e9f278dbbfc18fa2cd78bb1a3c73c35a84f24e754f9655530c06965f4837582,5336,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/external_access_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/README.md,yes,8a900a16fb96eced5d5f827090fd98d6f0ac9d6b90c4c62b4c74762030d2b839,4564,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_instances.txt,yes,a3ec1700f60c290bbcc7ff49fb776bdaad5eb3bd0b31fade69b8b7e76f63d569,8103,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_instances.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_plan.yaml,yes,911ef8299a3419694dc3d7fd2e3c760f2125f4c67b33a1b953c0487d8486330d,2367,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_plan.yaml,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
