source,destination,reason
submission_package/ejco_files_for_upload/cover_letter.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_files_for_upload/cover_letter.pdf,archive stale/historical material
submission_package/ejco_files_for_upload/ejco_reproducibility_artifact.zip,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_files_for_upload/ejco_reproducibility_artifact.zip,archive stale/historical material
submission_package/ejco_files_for_upload/ejco_source.zip,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_files_for_upload/ejco_source.zip,archive stale/historical material
paper/highlights.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_files_for_upload/highlights.txt,archive stale/historical material
submission_package/ejco_files_for_upload/main_manuscript.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_files_for_upload/main_manuscript.pdf,archive stale/historical material
paper/title_page.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_files_for_upload/title_page.pdf,archive stale/historical material
submission_package/ejco_reproducibility_artifact.zip,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact.zip,archive stale/historical material
submission_package/ejco_reproducibility_artifact/DATASETS.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/DATASETS.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/LICENSE,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/LICENSE,archive stale/historical material
submission_package/ejco_reproducibility_artifact/MANIFEST.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/MANIFEST.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/PROJECT_README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/PROJECT_README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/REPRODUCE.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/REPRODUCE.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/docs/baselines_and_datasets_references.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/docs/baselines_and_datasets_references.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/benchmark_instances_found_all.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/benchmark_instances_found_all.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/experiment_metadata.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/experiment_metadata.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/smoke_instances.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/configs/smoke_instances.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/postprocess_exp1b.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/postprocess_exp1b.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_stats.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_stats.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_summary.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp1b_core_benchmark_full_wmsf_seed/summary/exp1b_core_benchmark_summary.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/ablation_plan.yaml,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/ablation_plan.yaml,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/exp2_ablation_instances.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/configs/exp2_ablation_instances.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/run_exp2_ablation_tmux.sh,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/run_exp2_ablation_tmux.sh,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_stats.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_stats.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_template.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp2_ablation/summary/exp2_ablation_template.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/configs/exp3_config.yaml,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/configs/exp3_config.yaml,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/run_exp3_exact_tmux.sh,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/run_exp3_exact_tmux.sh,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_stats.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp3_exact_small/summary/exp3_exact_stats.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/baseline_registry.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/baseline_registry.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_instances.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_instances.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_smoke_instances.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/configs/exp4_smoke_instances.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/postprocess_exp4_external.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/postprocess_exp4_external.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_benchmark.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_benchmark.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_external_baselines_tmux.sh,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_external_baselines_tmux.sh,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_smoke.sh,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/run_exp4_smoke.sh,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_stats.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_stats.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_summary.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/exp4_external_summary.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/external_access_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp4_external_baselines/summary/external_access_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_instances.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_instances.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_plan.yaml,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_plan.yaml,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_smoke.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_smoke.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/tiny_lolib_test.lop,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/tiny_lolib_test.lop,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/postprocess_exp5_lolib.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/postprocess_exp5_lolib.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_benchmark.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_benchmark.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_tmux.sh,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_tmux.sh,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_final_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_final_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_access_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_access_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_stats.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_stats.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_summary.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_summary.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/summary/exp6_final_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/summary/exp6_final_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/summary/exp7_final_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/summary/exp7_final_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/EXP8_STATUS_CHECK.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/EXP8_STATUS_CHECK.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report_smoke.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report_smoke.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary_smoke.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary_smoke.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/README.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/README.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/candidate_local_files.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/candidate_local_files.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.json,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.json,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top10.d,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top10.d,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top50.d,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top50.d,archive stale/historical material
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/summary/exp9_final_report.md,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/summary/exp9_final_report.md,archive stale/historical material
submission_package/ejco_reproducibility_artifact/requirements.txt,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/requirements.txt,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/check_mip_solver_availability.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/check_mip_solver_availability.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/convert_lolib_to_dimacs.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/convert_lolib_to_dimacs.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/evaluate_order_lop.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/evaluate_order_lop.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp6_ipsns_budget_curve.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp6_ipsns_budget_curve.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp7_plain_local_search.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp7_plain_local_search.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp8_medium_mip_baseline.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp8_medium_mip_baseline.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp9_application_case.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp9_application_case.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/prepare_exp9_application_case.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/prepare_exp9_application_case.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/reproduce_all.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/reproduce_all.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_borda.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_borda.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_drmaciver_fas.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_drmaciver_fas.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_exact.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exact.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_exp6_ipsns_budget_curve.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp6_ipsns_budget_curve.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_exp7_plain_local_search.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp7_plain_local_search.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_exp8_medium_mip_baseline.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp8_medium_mip_baseline.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_exp9_application_case.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp9_application_case.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_igraph_eades.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_igraph_eades.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_ipsns.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_ipsns.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_lrta.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_lrta.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_random_baseline.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_random_baseline.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_weighted_eades.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_weighted_eades.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/run_wmsf.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_wmsf.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/select_exp6_ipsns_budget_instances.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/select_exp6_ipsns_budget_instances.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/scripts/select_exp8_medium_mip_instances.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/select_exp8_medium_mip_instances.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/setup.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/setup.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/__init__.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/__init__.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/baselines.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/baselines.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/evaluation.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/evaluation.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/exact.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/exact.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/io.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/io.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/ipsns.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/ipsns.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/lrta.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/lrta.py,archive stale/historical material
submission_package/ejco_reproducibility_artifact/src/mwfas/wmsf.py,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/wmsf.py,archive stale/historical material
submission_package/ejco_source.zip,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source.zip,archive stale/historical material
paper/declarations/competing_interest.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/declarations/competing_interest.tex,archive stale/historical material
paper/declarations/credit_statement_nonanonymized.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/declarations/credit_statement_nonanonymized.tex,archive stale/historical material
paper/declarations/data_code_availability.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/declarations/data_code_availability.tex,archive stale/historical material
paper/declarations/funding_statement.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/declarations/funding_statement.tex,archive stale/historical material
paper/declarations/generative_ai_declaration.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/declarations/generative_ai_declaration.tex,archive stale/historical material
paper/elsarticle-harv.bst,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/elsarticle-harv.bst,archive stale/historical material
paper/elsarticle.cls,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/elsarticle.cls,archive stale/historical material
